1,2,22,43,44
1,2,22,43,45
1,2,23,42,44
1,2,23,42,45
1,2,24,41,44
1,2,24,41,45
1,2,24,42,43
1,2,25,40,44
1,2,25,40,45
1,2,25,41,43
1,2,25,42,43
1,2,26,39,44
1,2,26,39,45
1,2,26,40,43
1,2,26,41,42
1,2,26,41,43
1,2,27,38,44
1,2,27,38,45
1,2,27,39,43
1,2,27,40,42
1,2,27,40,43
1,2,27,41,42
1,2,28,37,44
1,2,28,37,45
1,2,28,38,43
1,2,28,39,42
1,2,28,39,43
1,2,28,40,41
1,2,28,40,42
1,2,29,36,44
1,2,29,36,45
1,2,29,37,43
1,2,29,38,42
1,2,29,38,43
1,2,29,39,41
1,2,29,39,42
1,2,29,40,41
1,2,30,35,44
1,2,30,35,45
1,2,30,36,43
1,2,30,37,42
1,2,30,37,43
1,2,30,38,41
1,2,30,38,42
1,2,30,39,40
1,2,30,39,41
1,2,31,34,44
1,2,31,34,45
1,2,31,35,43
1,2,31,36,42
1,2,31,36,43
1,2,31,37,41
1,2,31,37,42
1,2,31,38,40
1,2,31,38,41
1,2,31,39,40
1,2,32,33,44
1,2,32,33,45
1,2,32,34,43
1,2,32,35,42
1,2,32,35,43
1,2,32,36,41
1,2,32,36,42
1,2,32,37,40
1,2,32,37,41
1,2,32,38,39
1,2,32,38,40
1,2,33,34,42
1,2,33,34,43
1,2,33,35,41
1,2,33,35,42
1,2,33,36,40
1,2,33,36,41
1,2,33,37,39
1,2,33,37,40
1,2,33,38,39
1,2,34,35,40
1,2,34,35,41
1,2,34,36,39
1,2,34,36,40
1,2,34,37,38
1,2,34,37,39
1,2,35,36,38
1,2,35,36,39
1,2,35,37,38
1,3,21,43,44
1,3,21,44,45
1,3,22,42,44
1,3,23,41,44
1,3,23,42,43
1,3,23,42,45
1,3,24,40,44
1,3,24,41,43
1,3,24,41,45
1,3,24,42,44
1,3,25,39,44
1,3,25,40,43
1,3,25,40,45
1,3,25,41,42
1,3,25,41,44
1,3,26,38,44
1,3,26,39,43
1,3,26,39,45
1,3,26,40,42
1,3,26,40,44
1,3,27,37,44
1,3,27,38,43
1,3,27,38,45
1,3,27,39,42
1,3,27,39,44
1,3,27,40,41
1,3,27,41,42
1,3,28,36,44
1,3,28,37,43
1,3,28,37,45
1,3,28,38,42
1,3,28,38,44
1,3,28,39,41
1,3,28,40,42
1,3,29,35,44
1,3,29,36,43
1,3,29,36,45
1,3,29,37,42
1,3,29,37,44
1,3,29,38,41
1,3,29,39,40
1,3,29,39,42
1,3,29,40,41
1,3,30,34,44
1,3,30,35,43
1,3,30,35,45
1,3,30,36,42
1,3,30,36,44
1,3,30,37,41
